id,hash_id,view_url,title,user_nickname,user_hash_id,user_view_url,title_cut
227346,LKPBAgy8j5dZ,/app/flow/LKPBAgy8j5dZ,"Molly80
第一次遇到老陆这么恶心的团，做个静电容做半年多，1000多块的盘在新物集上车，一催发货就是感冒腰痛，现在发货了结果是虚空发货，顺丰输入订单号根本查不到，过13天自动收货，全款上车是在梭哈股市？",O泡果奶,PAlWoBm5wOXDk,/app/user/PAlWoBm5wOXDk,"Molly80 
 第一次 遇到 老陆 这么 恶心 的 团 ， 做个 静电 容做 半年 多 ， 1000 多块 的 盘 在 新物集 上车 ， 一 催 发货 就是 感冒 腰痛 ， 现在 发货 了 结果 是 虚空 发货 ， 顺丰 输入 订单号 根本 查不到 ， 过 13 天 自动 收货 ， 全款 上车 是 在 梭哈 股市 ？"
227333,R3VkVvVx0Kwb,/app/flow/R3VkVvVx0Kwb,【期待】今天要被PoPom外设上门真实了,精神状态异常,1wYq6YEmxo8Wj8,/app/user/1wYq6YEmxo8Wj8,【 期待 】 今天 要 被 PoPom 外设 上门 真实 了
227328,nn1EXAMqjyAp,/app/flow/nn1EXAMqjyAp,HJ客制化，花家避雷，铁面团长铭牌甩你脸上,🥳CvY,OZYK1G16OWA1Xa,/app/user/OZYK1G16OWA1Xa,HJ 客制化 ， 花家 避雷 ， 铁面 团长 铭牌 甩 你 脸上
227290,3p6KbaLMyOqx,/app/flow/3p6KbaLMyOqx,"年初最让我无语的套件团
你说它便宜，它顺丰到付
你说它便宜，pcb 定位板 声音棉单独收钱

我的建议是，不如type c小板也单独收费，就收99元，然后套件48小时价格500元！

这样就更便宜啦！",西瓜霜跟西瓜没关系,Dp68QJZ2nDr6zB,/app/user/Dp68QJZ2nDr6zB,"年初 最 让 我 无语 的 套件 团 
 你 说 它 便宜 ， 它顺 丰到 付 
 你 说 它 便宜 ， pcb   定位 板   声音 棉 单独 收钱 
 
 我 的 建议 是 ， 不如 type   c 小板 也 单独 收费 ， 就 收 99 元 ， 然后 套件 48 小时 价格 500 元 ！ 
 
 这样 就 更 便宜 啦 ！"
227247,g6EaN3MB3G8v,/app/flow/g6EaN3MB3G8v,"典！吃瓜！
典狱长上个月隔壁群问群主做的铝型材键盘设计数据，这个月就换皮开了类似的团。
本来圈子就小，一个团长就是一个招牌，怎么自己招牌烂了不修一下就又立了个新的。",Nante,rd0nXqVvlXlpA,/app/user/rd0nXqVvlXlpA,"典 ！ 吃瓜 ！ 
 典狱长 上个月 隔壁 群问 群主 做 的 铝型材 键盘 设计 数据 ， 这个 月 就 换皮 开 了 类似 的 团 。 
 本来 圈子 就 小 ， 一个 团长 就是 一个 招牌 ， 怎么 自己 招牌 烂 了 不修 一下 就 又 立 了 个 新 的 。"
227237,97xJVabNmjL0,/app/flow/97xJVabNmjL0,"Raininkeys弹簧代购跑路

24年7月他们宣称将组织最后一次sprit弹簧的团购，为回馈老用户支持，还有买十送一的活动（现在想想很可能是准备多卷点钱跑路）

开团完成后群内再没有任何进度通知。直到10月中旬，创哥在KBDFans群中表示sprit工厂老板参军，联系不上了。我截图并在群里询问群主，他才说了图一的这么一段话，仍然没有给出任何解决方案。

到了11月，他们拉了一个新群，表示将会退款。两个月过去了，群里只有偶尔冒泡询问进度的参团者，团长再没有任何回应。

我真没有想到有一天买弹簧也能坐牢…最后一张图是他们的淘宝店，大家避雷吧",Minimalist,801JOvb99LY2Op,/app/user/801JOvb99LY2Op,"Raininkeys 弹簧 代购 跑 路 
 
 24 年 7 月 他们 宣称 将 组织 最后 一次 sprit 弹簧 的 团购 ， 为 回馈 老 用户 支持 ， 还有 买十送 一 的 活动 （ 现在 想想 很 可能 是 准备 多卷 点钱 跑 路 ） 
 
 开团 完成 后 群内 再 没有 任何 进度 通知 。 直到 10 月 中旬 ， 创哥 在 KBDFans 群中 表示 sprit 工厂 老板 参军 ， 联系 不上 了 。 我 截图 并 在 群里 询问 群主 ， 他 才 说 了 图 一 的 这么 一段话 ， 仍然 没有 给出 任何 解决方案 。 
 
 到 了 11 月 ， 他们 拉 了 一个 新群 ， 表示 将会 退款 。 两个 月 过去 了 ， 群里 只有 偶尔 冒泡 询问 进度 的 参团 者 ， 团长 再 没有 任何 回应 。 
 
 我 真 没有 想到 有 一天 买 弹簧 也 能 坐牢 … 最后 一张 图是 他们 的 淘宝 店 ， 大家 避雷 吧"
227202,PNwNd3dY85or,/app/flow/PNwNd3dY85or,对 米可维公司 陈总的回复,OneKey,OZJPw1kZ1ZaxXr,/app/user/OZJPw1kZ1ZaxXr,对   米 可维 公司   陈总 的 回复
227170,vjqL6X7rYQZM,/app/flow/vjqL6X7rYQZM,咖啡师本身没抄吗？,瓜宝,Po6PEkkj0QLjrY,/app/user/Po6PEkkj0QLjrY,咖啡师 本身 没抄 吗 ？
227177,PNV7AGQ1a1r5,/app/flow/PNV7AGQ1a1r5,来自一头雾水的消费者的吐槽！,有錢真係可以為所欲為,vnKdzxjYPWne6n,/app/user/vnKdzxjYPWne6n,来自 一头雾水 的 消费者 的 吐 槽 ！
227143,xWdPL1ARnkj5,/app/flow/xWdPL1ARnkj5,回应：咖啡师键帽设计费以及hongoo的疑问,MILKYWAY,lJB12ZA6A9DyyP,/app/user/lJB12ZA6A9DyyP,回应 ： 咖啡师 键帽 设计费 以及 hongoo 的 疑问
227131,13ZjkGElgMMP,/app/flow/13ZjkGElgMMP,如图，不吐不快,西瓜霜跟西瓜没关系,Dp68QJZ2nDr6zB,/app/user/Dp68QJZ2nDr6zB,如图 ， 不吐 不快
227124,7A7d7YoQmJ5G,/app/flow/7A7d7YoQmJ5G,米可维出事后的老赵真的好热情口牙,Dorian,LRPWAPnzJlNNWZ,/app/user/LRPWAPnzJlNNWZ,米 可维出 事后 的 老 赵 真的 好 热情 口牙
227115,j0YoAMk3JOMa,/app/flow/j0YoAMk3JOMa,键圈大厂 米可维 无授权 私自生产售卖键帽（盗版,OneKey,OZJPw1kZ1ZaxXr,/app/user/OZJPw1kZ1ZaxXr,键圈 大厂   米 可维   无 授权   私自 生产 售卖 键帽 （ 盗版
227032,Zz6rmMP75gkX,/app/flow/Zz6rmMP75gkX,FuryCube开盒玩家，威胁“电话沟通”,许先生是吗,QKyQ6O2pLvw8Z,/app/user/QKyQ6O2pLvw8Z,FuryCube 开盒 玩家 ， 威胁 “ 电话 沟通 ”
227079,jngAvnLbNlz1,/app/flow/jngAvnLbNlz1,卖个shadow80真是闹麻了，第一次发瓜田，没想到卖个战损版的shadow80还能被人挑刺，你要说伤铝如果单论字面意思就算有一点点划痕也算伤铝，但是现在改色这种伤问题不大，非要说改了也有瑕疵，那你买什么战损版的，去买新的不好吗，我讲一下，我今天上架没多久就被拍了，拍完就直接问我能不能包邮，我看了一下他主页交易记录并不是很好，而且芝麻信用也未授权，就没同意包邮，然后要求和我aa，我也不同意，然后又问我石洗有没有瑕疵，各种提要求，见我各种不同意，然后又要求360，下午回去先给他发了石洗视频，然后又单独拍了瑕疵位置，视频在咸鱼是有压缩的，我也单独发了照片给他，他非要说伤铝了，改色了也是瑕疵，我也不多和他叨叨就让他退款了，我说他浪费我时间，想玩刀，可以找任何改色的问问到底能不能改，这人非说自己是专业的学这个的，还有相关书籍，具体可以看聊天记录，他发的也不是全的，zf把我拉黑了，这人不是第一次搞事情了,十年一梦,WPXwNe6z5bLZdz,/app/user/WPXwNe6z5bLZdz,卖个 shadow80 真是 闹麻 了 ， 第一次 发 瓜田 ， 没想到 卖个 战损 版 的 shadow80 还 能 被 人 挑刺 ， 你 要说 伤铝 如果 单论 字面 意思 就算 有 一点点 划痕 也 算伤 铝 ， 但是 现在 改色 这种 伤 问题 不 大 ， 非 要说 改 了 也 有 瑕疵 ， 那 你 买 什么 战损 版 的 ， 去 买 新 的 不好 吗 ， 我 讲 一下 ， 我 今天 上架 没多久 就 被 拍 了 ， 拍 完 就 直接 问 我 能 不能 包邮 ， 我 看 了 一下 他 主页 交易 记录 并 不是 很 好 ， 而且 芝麻 信用 也 未 授权 ， 就 没 同意 包邮 ， 然后 要求 和 我 aa ， 我 也 不 同意 ， 然后 又 问 我 石洗 有没有 瑕疵 ， 各种 提 要求 ， 见 我 各种 不 同意 ， 然后 又 要求 360 ， 下午 回去 先给 他 发 了 石洗 视频 ， 然后 又 单独 拍 了 瑕疵 位置 ， 视频 在 咸鱼 是 有 压缩 的 ， 我 也 单独 发了 照片 给 他 ， 他 非 要说 伤 铝 了 ， 改色 了 也 是 瑕疵 ， 我 也 不 多 和 他 叨叨 就让 他 退款 了 ， 我 说 他 浪费 我 时间 ， 想玩刀 ， 可以 找 任何 改色 的 问问 到底 能 不能 改 ， 这人非 说 自己 是 专业 的 学 这个 的 ， 还有 相关 书籍 ， 具体 可以 看 聊天记录 ， 他发 的 也 不是 全 的 ， zf 把 我 拉 黑 了 ， 这 人 不是 第一次 搞 事情 了
227075,bOqx66gmJrQN,/app/flow/bOqx66gmJrQN,shadow80以下为完整过程这个卖家在图片中明明伤到铝的瑕疵硬说是未伤到，想找他拍个瑕疵视频确认，不配合，然后就开始怼人，图一基线向外内凹，图二线近平疑似被砸平，最后2张画线，该键盘战损较严重，改色后应该有一些瑕疵！,画江湖,pOXNbVxvA1DNw,/app/user/pOXNbVxvA1DNw,shadow80 以下 为 完整 过程 这个 卖家 在 图片 中 明明 伤到 铝 的 瑕疵 硬说是 未伤 到 ， 想 找 他 拍个 瑕疵 视频 确认 ， 不 配合 ， 然后 就 开始 怼 人 ， 图一 基线 向 外内 凹 ， 图 二线 近平 疑似 被 砸 平 ， 最后 2 张 画线 ， 该 键盘 战损 较 严重 ， 改色 后 应该 有 一些 瑕疵 ！
227065,0jVnyMwVjJPo,/app/flow/0jVnyMwVjJPo,【IC】FBB 锦鲤,喵星人的梦,6qEPomz2EGvJV,/app/user/6qEPomz2EGvJV,【 IC 】 FBB   锦鲤
227061,jrBNPXElQdX0,/app/flow/jrBNPXElQdX0,这个卖家在图片中明明伤到铝的瑕疵硬说是未伤到，想找他拍个瑕疵视频确认，不配合，然后就开始怼人，图一基线向外内凹，图二线近平疑似被砸平，最后2张画线，该键盘战损较严重，改色后应该有一些瑕疵！,画江湖,pOXNbVxvA1DNw,/app/user/pOXNbVxvA1DNw,这个 卖家 在 图片 中 明明 伤到 铝 的 瑕疵 硬说是 未伤 到 ， 想 找 他 拍个 瑕疵 视频 确认 ， 不 配合 ， 然后 就 开始 怼 人 ， 图一 基线 向 外内 凹 ， 图 二线 近平 疑似 被 砸 平 ， 最后 2 张 画线 ， 该 键盘 战损 较 严重 ， 改色 后 应该 有 一些 瑕疵 ！
227047,MqxgayErZjRB,/app/flow/MqxgayErZjRB,targa98，你是不是没有qc这个环节,布德韦尔,ekvzan75WRaxVX,/app/user/ekvzan75WRaxVX,targa98 ， 你 是不是 没有 qc 这个 环节
227034,AvNnmgGnXkWA,/app/flow/AvNnmgGnXkWA,FuryCube管理员约谈玩家。“您好，是某先生吗”“电话沟通”,朗丹热维,m7ayrQJD8OLekY,/app/user/m7ayrQJD8OLekY,FuryCube 管理员 约 谈 玩家 。 “ 您好 ， 是 某 先生 吗 ” “ 电话 沟通 ”
227028,MdaAYZGPLNQz,/app/flow/MdaAYZGPLNQz,"尊敬的FuryCube，您好

由于本人在“机械键盘吧”群聊内质疑FuryCube（后续简称FC）于1月5号上架的“F75”键盘手动下掉优惠券，被FC管理员约谈。本帖对于FC管理员质问的“你是水军吗”和“进行解释。
本人是真心想要购买贵公司的F75ultra，并且在1月6日0点，优惠券上线后进行了购买。其次，本人是忠实键盘爱好者，已经购买了各个平台上百把键盘。具体可见咸鱼号“向之所欣”。同时本人对迈从，vgn，wob，前行者等所有我买过的，几乎涉及全部量产键盘都有过比“恶意下掉优惠券”更为恶劣的评价，在此，本人对键圈所有商家表示诚挚的歉意。
最后，品牌方问我对品牌的意见。个人认为，f75pro没有写具体国标，仅写了“航空级，军工级”而非“国标6063铝，7075铝”。与此同时，f75，无pro版和gt80，也是贵公司旗下的商品，明确指明了6063铝。经过考证，键盘商品确实不需要指明国标。既然品牌方问到了，我就希望能够指明材料标准吧。
再次感谢FuryCube官方给我一个改过自新的机会。让贵公司感受到被诋毁非我本意。
由于篇幅不够，请移步",许先生是吗,QKyQ6O2pLvw8Z,/app/user/QKyQ6O2pLvw8Z,"尊敬 的 FuryCube ， 您好 
 
 由于 本人 在 “ 机械 键盘 吧 ” 群聊 内 质疑 FuryCube （ 后续 简称 FC ） 于 1 月 5 号 上架 的 “ F75 ” 键盘 手动 下掉 优惠券 ， 被 FC 管理员 约 谈 。 本帖 对于 FC 管理员 质问 的 “ 你 是 水军 吗 ” 和 “ 进行 解释 。 
 本人 是 真心 想要 购买 贵 公司 的 F75ultra ， 并且 在 1 月 6 日 0 点 ， 优惠券 上线 后 进行 了 购买 。 其次 ， 本人 是 忠实 键盘 爱好者 ， 已经 购买 了 各个 平台 上百 把 键盘 。 具体 可见 咸鱼 号 “ 向 之 所欣 ” 。 同时 本人 对 迈 从 ， vgn ， wob ， 前 行者 等 所有 我 买 过 的 ， 几乎 涉及 全部 量产 键盘 都 有 过 比 “ 恶意 下掉 优惠券 ” 更为 恶劣 的 评价 ， 在 此 ， 本人 对键 圈 所有 商家 表示 诚挚 的 歉意 。 
 最后 ， 品牌 方问 我 对 品牌 的 意见 。 个人 认为 ， f75pro 没有 写 具体 国标 ， 仅 写 了 “ 航空 级 ， 军工 级 ” 而 非 “ 国标 6063 铝 ， 7075 铝 ” 。 与此同时 ， f75 ， 无 pro 版 和 gt80 ， 也 是 贵 公司 旗下 的 商品 ， 明确 指明 了 6063 铝 。 经过 考证 ， 键盘 商品 确实 不 需要 指明 国标 。 既然 品牌 方问 到 了 ， 我 就 希望 能够 指明 材料 标准 吧 。 
 再次 感谢 FuryCube 官方 给 我 一个 改过自新 的 机会 。 让 贵 公司 感受 到 被 诋毁 非 我 本意 。 
 由于 篇幅 不够 ， 请 移步"
227004,GjpRp87ggbvY,/app/flow/GjpRp87ggbvY,"从评论区回复看，感觉像是很勉强搞出这么一个设计。没活可以不开团的，两千三好意思单模，仅仅因为paper80（怕得罪人不敢说它丑）成绩不错？
且不论乏善可陈的设计，正面蝴蝶位置从一开始就看起来别扭，卡在B中间（什么鬼寓意）像是飞不上去的样子，很压抑，放在再往上1u不好吗？看不懂。
25年初不少IC/GB的，不是致敬经典就是没活硬整，键圈新一年，会好。",August Dvorak,GP7vndLa1nRB1,/app/user/GP7vndLa1nRB1,"从 评论 区 回复 看 ， 感觉 像是 很 勉强 搞 出 这么 一个 设计 。 没活 可以 不开团 的 ， 两千 三 好意思 单模 ， 仅仅 因为 paper80 （ 怕得罪人 不敢 说 它 丑 ） 成绩 不错 ？ 
 且不论 乏善可陈 的 设计 ， 正面 蝴蝶 位置 从 一 开始 就 看起来 别扭 ， 卡 在 B 中间 （ 什么 鬼 寓意 ） 像是 飞 不 上去 的 样子 ， 很 压抑 ， 放在 再往 上 1u 不好 吗 ？ 看不懂 。 
 25 年初 不少 IC / GB 的 ， 不是 致敬 经典 就是 没活 硬整 ， 键圈 新 一年 ， 会 好 。"
226995,zaM7MZAq9mEb,/app/flow/zaM7MZAq9mEb,看到一个mac键盘——Icebreaker机械键盘，看着像以前Filco的那个钢菜刀键盘，忘了叫啥了。右边要是扩大点把触控板也给装上就好了。售价2100美元，合计15300元。对了，Filco那个这样婶的叫嘛来着？,月关白勺人建舟皿,92pxm2AyzGLPyj,/app/user/92pxm2AyzGLPyj,看到 一个 mac 键盘 — — Icebreaker 机械 键盘 ， 看着 像 以前 Filco 的 那个 钢 菜刀 键盘 ， 忘 了 叫 啥 了 。 右边 要是 扩大 点 把 触控板 也 给 装上 就 好 了 。 售价 2100 美元 ， 合计 15300 元 。 对 了 ， Filco 那个 这样 婶 的 叫 嘛 来 着 ？
226970,QWQolKrrKvqB,/app/flow/QWQolKrrKvqB,这种人什么心理呢。。。,花道晴子,bb1QW5Xj1PKBEr,/app/user/bb1QW5Xj1PKBEr,这种 人 什么 心理 呢 。 。 。
226949,Nqp1lK99b1XX,/app/flow/Nqp1lK99b1XX,"这个越南人跑单我两次...
每次都是说要，然后不回话。问过去一直都是有各种借口。

难绷。

neo那单之所以后面还去问他是因为有朋友东西被拍了，我发现居然是这个家伙，所以特意去拷问一下...一言难尽...",笨笨喏喏,zabVpNz92yNayj,/app/user/zabVpNz92yNayj,"这个 越南人 跑 单 我 两次 ... 
 每次 都 是 说 要 ， 然后 不回话 。 问 过去 一直 都 是 有 各种 借口 。 
 
 难 绷 。 
 
 neo 那单 之所以 后面 还 去 问 他 是因为 有 朋友 东西 被 拍 了 ， 我 发现 居然 是 这个 家伙 ， 所以 特意 去 拷问 一下 ... 一言难尽 ..."
226902,9dyjGZd9QEJq,/app/flow/9dyjGZd9QEJq,"GDK Lab被踢纪实
大家好啊，第一次写瓜田，本来这个瓜田不该出现的，下文会写原因。
本人刚入键圈的几个月，入键圈的契机是键盘坏了。对，就这么简单。上b站搜键盘推荐的时候，在评论区看到了说等几天wave75快出了。我抱着好奇搜了这个键盘，发现是无法购买，可以预约，我就进入了商品界面的群号。隔了几天键盘发布，抢到了首批的阳极红，很幸运（这是对于商品来说是应该的）没有出现快拆翻车。
后来在群友诱惑下接连买了cursh80 evo80 buff75r2 甚至复刻的某75等。
说这么长，并非炫耀，这点积累也不是炫耀的资本，我只想说对于国内键盘圈的发布，开售等等不是一无所知的状态，叠甲用。
自我介绍完毕，开始进入正题。
加进gkd群是因为在zf看到了kv1-65，被背板的设计吸引了，但当时被安利了盲盒的cover65。再到后面neo发布65cu，999的黄铜大底确实很香，但是我想要80配列的所以没有入手。接着群友艾特安迪说你的呢，安迪说无压力，并画了80的饼，这个因为被踢出群了翻不到这么远的聊天记录，故没有截图。
抱歉了大伙，由于字数限制500，内容都放在图片里。",kwuhu,aNKk57b9xGByPD,/app/user/aNKk57b9xGByPD,"GDK   Lab 被 踢 纪实 
 大家 好 啊 ， 第一次 写 瓜田 ， 本来 这个 瓜田 不该 出现 的 ， 下文 会 写 原因 。 
 本人 刚入键 圈 的 几个 月 ， 入键 圈 的 契机 是 键盘 坏 了 。 对 ， 就 这么 简单 。 上 b 站 搜 键盘 推荐 的 时候 ， 在 评论 区 看到 了 说 等 几天 wave75 快出 了 。 我 抱 着 好奇 搜 了 这个 键盘 ， 发现 是 无法 购买 ， 可以 预约 ， 我 就 进入 了 商品 界面 的 群号 。 隔 了 几天 键盘 发布 ， 抢到 了 首批 的 阳极 红 ， 很 幸运 （ 这是 对于 商品 来说 是 应该 的 ） 没有 出现 快 拆 翻车 。 
 后来 在 群友 诱惑 下 接连 买 了 cursh80   evo80   buff75r2   甚至 复刻 的 某 75 等 。 
 说 这么 长 ， 并非 炫耀 ， 这点 积累 也 不是 炫耀 的 资本 ， 我 只 想 说 对于 国内 键盘 圈 的 发布 ， 开售 等等 不是 一无所知 的 状态 ， 叠甲用 。 
 自我介绍 完毕 ， 开始 进入 正题 。 
 加进 gkd 群 是因为 在 zf 看到 了 kv1 - 65 ， 被 背板 的 设计 吸引 了 ， 但 当时 被 安利 了 盲盒 的 cover65 。 再 到 后面 neo 发布 65cu ， 999 的 黄铜 大底 确实 很香 ， 但是 我 想要 80 配列 的 所以 没有 入手 。 接着 群友 艾特安迪 说 你 的 呢 ， 安迪 说 无 压力 ， 并 画 了 80 的 饼 ， 这个 因为 被 踢 出群 了 翻 不到 这么 远 的 聊天记录 ， 故 没有 截图 。 
 抱歉 了 大伙 ， 由于 字数 限制 500 ， 内容 都 放在 图片 里 。"
