id,hash_id,view_url,title,user_nickname,user_hash_id,user_view_url
227237,97xJVabNmjL0,/app/flow/97xJVabNmjL0,"Raininkeys弹簧代购跑路

24年7月他们宣称将组织最后一次sprit弹簧的团购，为回馈老用户支持，还有买十送一的活动（现在想想很可能是准备多卷点钱跑路）

开团完成后群内再没有任何进度通知。直到10月中旬，创哥在KBDFans群中表示sprit工厂老板参军，联系不上了。我截图并在群里询问群主，他才说了图一的这么一段话，仍然没有给出任何解决方案。

到了11月，他们拉了一个新群，表示将会退款。两个月过去了，群里只有偶尔冒泡询问进度的参团者，团长再没有任何回应。

我真没有想到有一天买弹簧也能坐牢…最后一张图是他们的淘宝店，大家避雷吧",Minimalist,801JOvb99LY2Op,/app/user/801JOvb99LY2Op
227202,PNwNd3dY85or,/app/flow/PNwNd3dY85or,对 米可维公司 陈总的回复,OneKey,OZJPw1kZ1ZaxXr,/app/user/OZJPw1kZ1ZaxXr
227170,vjqL6X7rYQZM,/app/flow/vjqL6X7rYQZM,咖啡师本身没抄吗？,瓜宝,Po6PEkkj0QLjrY,/app/user/Po6PEkkj0QLjrY
227177,PNV7AGQ1a1r5,/app/flow/PNV7AGQ1a1r5,来自一头雾水的消费者的吐槽！,有錢真係可以為所欲為,vnKdzxjYPWne6n,/app/user/vnKdzxjYPWne6n
227143,xWdPL1ARnkj5,/app/flow/xWdPL1ARnkj5,回应：咖啡师键帽设计费以及hongoo的疑问,MILKYWAY,lJB12ZA6A9DyyP,/app/user/lJB12ZA6A9DyyP
227131,13ZjkGElgMMP,/app/flow/13ZjkGElgMMP,如图，不吐不快,西瓜霜跟西瓜没关系,Dp68QJZ2nDr6zB,/app/user/Dp68QJZ2nDr6zB
227124,7A7d7YoQmJ5G,/app/flow/7A7d7YoQmJ5G,米可维出事后的老赵真的好热情口牙,Dorian,LRPWAPnzJlNNWZ,/app/user/LRPWAPnzJlNNWZ
227115,j0YoAMk3JOMa,/app/flow/j0YoAMk3JOMa,键圈大厂 米可维 无授权 私自生产售卖键帽（盗版,OneKey,OZJPw1kZ1ZaxXr,/app/user/OZJPw1kZ1ZaxXr
227032,Zz6rmMP75gkX,/app/flow/Zz6rmMP75gkX,FuryCube开盒玩家，威胁“电话沟通”,许先生是吗,QKyQ6O2pLvw8Z,/app/user/QKyQ6O2pLvw8Z
227079,jngAvnLbNlz1,/app/flow/jngAvnLbNlz1,卖个shadow80真是闹麻了，第一次发瓜田，没想到卖个战损版的shadow80还能被人挑刺，你要说伤铝如果单论字面意思就算有一点点划痕也算伤铝，但是现在改色这种伤问题不大，非要说改了也有瑕疵，那你买什么战损版的，去买新的不好吗，我讲一下，我今天上架没多久就被拍了，拍完就直接问我能不能包邮，我看了一下他主页交易记录并不是很好，而且芝麻信用也未授权，就没同意包邮，然后要求和我aa，我也不同意，然后又问我石洗有没有瑕疵，各种提要求，见我各种不同意，然后又要求360，下午回去先给他发了石洗视频，然后又单独拍了瑕疵位置，视频在咸鱼是有压缩的，我也单独发了照片给他，他非要说伤铝了，改色了也是瑕疵，我也不多和他叨叨就让他退款了，我说他浪费我时间，想玩刀，可以找任何改色的问问到底能不能改，这人非说自己是专业的学这个的，还有相关书籍，具体可以看聊天记录，他发的也不是全的，zf把我拉黑了，这人不是第一次搞事情了,十年一梦,WPXwNe6z5bLZdz,/app/user/WPXwNe6z5bLZdz
227075,bOqx66gmJrQN,/app/flow/bOqx66gmJrQN,shadow80以下为完整过程这个卖家在图片中明明伤到铝的瑕疵硬说是未伤到，想找他拍个瑕疵视频确认，不配合，然后就开始怼人，图一基线向外内凹，图二线近平疑似被砸平，最后2张画线，该键盘战损较严重，改色后应该有一些瑕疵！,画江湖,pOXNbVxvA1DNw,/app/user/pOXNbVxvA1DNw
227065,0jVnyMwVjJPo,/app/flow/0jVnyMwVjJPo,【IC】FBB 锦鲤,喵星人的梦,6qEPomz2EGvJV,/app/user/6qEPomz2EGvJV
227061,jrBNPXElQdX0,/app/flow/jrBNPXElQdX0,这个卖家在图片中明明伤到铝的瑕疵硬说是未伤到，想找他拍个瑕疵视频确认，不配合，然后就开始怼人，图一基线向外内凹，图二线近平疑似被砸平，最后2张画线，该键盘战损较严重，改色后应该有一些瑕疵！,画江湖,pOXNbVxvA1DNw,/app/user/pOXNbVxvA1DNw
227047,MqxgayErZjRB,/app/flow/MqxgayErZjRB,targa98，你是不是没有qc这个环节,布德韦尔,ekvzan75WRaxVX,/app/user/ekvzan75WRaxVX
227034,AvNnmgGnXkWA,/app/flow/AvNnmgGnXkWA,FuryCube管理员约谈玩家。“您好，是某先生吗”“电话沟通”,朗丹热维,m7ayrQJD8OLekY,/app/user/m7ayrQJD8OLekY
227028,MdaAYZGPLNQz,/app/flow/MdaAYZGPLNQz,"尊敬的FuryCube，您好

由于本人在“机械键盘吧”群聊内质疑FuryCube（后续简称FC）于1月5号上架的“F75”键盘手动下掉优惠券，被FC管理员约谈。本帖对于FC管理员质问的“你是水军吗”和“进行解释。
本人是真心想要购买贵公司的F75ultra，并且在1月6日0点，优惠券上线后进行了购买。其次，本人是忠实键盘爱好者，已经购买了各个平台上百把键盘。具体可见咸鱼号“向之所欣”。同时本人对迈从，vgn，wob，前行者等所有我买过的，几乎涉及全部量产键盘都有过比“恶意下掉优惠券”更为恶劣的评价，在此，本人对键圈所有商家表示诚挚的歉意。
最后，品牌方问我对品牌的意见。个人认为，f75pro没有写具体国标，仅写了“航空级，军工级”而非“国标6063铝，7075铝”。与此同时，f75，无pro版和gt80，也是贵公司旗下的商品，明确指明了6063铝。经过考证，键盘商品确实不需要指明国标。既然品牌方问到了，我就希望能够指明材料标准吧。
再次感谢FuryCube官方给我一个改过自新的机会。让贵公司感受到被诋毁非我本意。
由于篇幅不够，请移步",许先生是吗,QKyQ6O2pLvw8Z,/app/user/QKyQ6O2pLvw8Z
227004,GjpRp87ggbvY,/app/flow/GjpRp87ggbvY,"从评论区回复看，感觉像是很勉强搞出这么一个设计。没活可以不开团的，两千三好意思单模，仅仅因为paper80（怕得罪人不敢说它丑）成绩不错？
且不论乏善可陈的设计，正面蝴蝶位置从一开始就看起来别扭，卡在B中间（什么鬼寓意）像是飞不上去的样子，很压抑，放在再往上1u不好吗？看不懂。
25年初不少IC/GB的，不是致敬经典就是没活硬整，键圈新一年，会好。",August Dvorak,GP7vndLa1nRB1,/app/user/GP7vndLa1nRB1
226995,zaM7MZAq9mEb,/app/flow/zaM7MZAq9mEb,看到一个mac键盘——Icebreaker机械键盘，看着像以前Filco的那个钢菜刀键盘，忘了叫啥了。右边要是扩大点把触控板也给装上就好了。售价2100美元，合计15300元。对了，Filco那个这样婶的叫嘛来着？,月关白勺人建舟皿,92pxm2AyzGLPyj,/app/user/92pxm2AyzGLPyj
226970,QWQolKrrKvqB,/app/flow/QWQolKrrKvqB,这种人什么心理呢。。。,花道晴子,bb1QW5Xj1PKBEr,/app/user/bb1QW5Xj1PKBEr
226949,Nqp1lK99b1XX,/app/flow/Nqp1lK99b1XX,"这个越南人跑单我两次...
每次都是说要，然后不回话。问过去一直都是有各种借口。

难绷。

neo那单之所以后面还去问他是因为有朋友东西被拍了，我发现居然是这个家伙，所以特意去拷问一下...一言难尽...",笨笨喏喏,zabVpNz92yNayj,/app/user/zabVpNz92yNayj
226902,9dyjGZd9QEJq,/app/flow/9dyjGZd9QEJq,"GDK Lab被踢纪实
大家好啊，第一次写瓜田，本来这个瓜田不该出现的，下文会写原因。
本人刚入键圈的几个月，入键圈的契机是键盘坏了。对，就这么简单。上b站搜键盘推荐的时候，在评论区看到了说等几天wave75快出了。我抱着好奇搜了这个键盘，发现是无法购买，可以预约，我就进入了商品界面的群号。隔了几天键盘发布，抢到了首批的阳极红，很幸运（这是对于商品来说是应该的）没有出现快拆翻车。
后来在群友诱惑下接连买了cursh80 evo80 buff75r2 甚至复刻的某75等。
说这么长，并非炫耀，这点积累也不是炫耀的资本，我只想说对于国内键盘圈的发布，开售等等不是一无所知的状态，叠甲用。
自我介绍完毕，开始进入正题。
加进gkd群是因为在zf看到了kv1-65，被背板的设计吸引了，但当时被安利了盲盒的cover65。再到后面neo发布65cu，999的黄铜大底确实很香，但是我想要80配列的所以没有入手。接着群友艾特安迪说你的呢，安迪说无压力，并画了80的饼，这个因为被踢出群了翻不到这么远的聊天记录，故没有截图。
抱歉了大伙，由于字数限制500，内容都放在图片里。",kwuhu,aNKk57b9xGByPD,/app/user/aNKk57b9xGByPD
226890,O5A55yPXaR88,/app/flow/O5A55yPXaR88,"去年首发冲了FurycubeF75S,刚开始响应挺积极的，唯独旋钮唤醒，一直没更新，每次问就装死，实在半年受不了了，追着你们问，然后就把人踢了，就这样吧，祝你们大买，以后都别更新固件了，这就是你们对消费者的态度奥，也给各位要冲这个品牌产品的提个醒，这就是初代首发用户的待遇",纳兹丹东,q0Vw96RPv9NYZw,/app/user/q0Vw96RPv9NYZw
226835,9kkGlO5mq3Jo,/app/flow/9kkGlO5mq3Jo,有个叫摩羯哥的怎么哪个群都有，跟个伪人一样，天天群发他的ROG，发言也及其逆天,abc9m,50W0LLAR99j6d,/app/user/50W0LLAR99j6d
226758,6wwbg8pQgkd6,/app/flow/6wwbg8pQgkd6,2025了，Molly80能发货了吗？难道又是诈骗？,大Ray,5xoVPNOdq7Zd1,/app/user/5xoVPNOdq7Zd1
226747,w8rWrX1PM5nQ,/app/flow/w8rWrX1PM5nQ,逆天诈骗团队 【VK起司键帽】团队,稗官2P,kPQ0V0YdX2aqXn,/app/user/kPQ0V0YdX2aqXn
226665,N9aYJZV8Z57O,/app/flow/N9aYJZV8Z57O,好厉害呢喜欢挂瓜田，是不是富贵的键盘玩多了？怎么不坐着你的婴儿车去求求你的浪爹要几把键盘啊，反正都在湖北，狼狗小弟当惯了就直不起腰了？浪狗小弟就喜欢来砍价，给你低价让你去导对吗，屠龙刀都不让说？内心好脆弱啊，一句没骂你上来就给我挂瓜田，刀我250，我看你像250，别跟啊跟我讲没名牌就800，你一个铭牌值600自己剪一下，一群废物玩键盘玩到不会算数了？说不过就拉黑，话都说不明白啊,巴色素旺,odyzDAGvam7rB,/app/user/odyzDAGvam7rB
226637,QAzJOldoVd0l,/app/flow/QAzJOldoVd0l,没想到新年的第一帖是在瓜田 属实无语到了,CpyN1,pNxoQjzyqevmd,/app/user/pNxoQjzyqevmd
226635,9LW7LnVpWXAd,/app/flow/9LW7LnVpWXAd,【蕉猿淡白】人最可悲的场景之一就是把狡辩解演绎成进一步暴露而不自知,August Dvorak,GP7vndLa1nRB1,/app/user/GP7vndLa1nRB1
226622,W0X78Vl83OG5,/app/flow/W0X78Vl83OG5,Snake 60 R2 & 2025年初的一些不吐不快,梅子酒,xdeaK8wmBKmBRv,/app/user/xdeaK8wmBKmBRv
226578,YdOAY1APoJv0,/app/flow/YdOAY1APoJv0,祝新年快乐,蕉猿淡白,PooLED7j7zKPJa,/app/user/PooLED7j7zKPJa
226573,Y8PaQvKEpRLB,/app/flow/Y8PaQvKEpRLB,2025瓜田第一帖就给GDK团长耍猴人Andy吧,特根杜,JAxrnzmRbG5oEx,/app/user/JAxrnzmRbG5oEx
226534,Zavm77mXm5gr,/app/flow/Zavm77mXm5gr,"我是毫无办法了，只能说闲鱼小法庭是这样的。
事情起因是玩为了ow60外壳买了一个wooting（想着合作原版方便）收到货后拆出看pcb发现背面全是油水混合物（怀疑是菜汤）卖家也承认在键盘旁吃饭。
同时在wooting软件中疯狂提示初始化错误（我不知道是不是个列）就想着退货退款，结果卖家先以我拆出来给他掉包唯由拒绝退款，后经由我提供序列号卖家无奈承认pcb为自己那块。但是坚持自己邮回去的时候无异常。
经由小法庭评论有人认为不属于功能问题（磁轴键盘驱动都连不上能不是质量问题？），还有人觉得我要白嫖（哥们我申请的是退货退款不是仅退款）。最后一个老哥没有理由，判对面赢。结合之前群里老哥taku战损都不能进行公证判决，只能说咸鱼这边买键盘就不可能赢。",只屏蔽钛个性,dDE5ZlXKGP0WKY,/app/user/dDE5ZlXKGP0WKY
226427,mGdLjGRyJPB5,/app/flow/mGdLjGRyJPB5,最近的套件粪作有点太多了，赤都赤不过来,夫情？,mzYZK2myGvOjk,/app/user/mzYZK2myGvOjk
226422,BjO3BnMYxd1N,/app/flow/BjO3BnMYxd1N,谨以此贴讲述我近一年来被Percent Studio（也就是大家所叫的富贵）玩弄戏耍的经历,DRAKEraja,m7pyJe7jLjLQQ9,/app/user/m7pyJe7jLjLQQ9
226386,mjopRyZMlZkZ,/app/flow/mjopRyZMlZkZ,"owlab wooting交易避雷 id 余小样

这老哥要找我收一把ow wooting本来是约的我转寄到我朋友那边（北京）然后面交，但是我朋友临时离京了我跟他协商说我直接转寄给他不经我手了。

用付定金的形式交易，本来付尾款的时间是1.5号 后来12.21开始发货当时说一星期发完 我协商把付尾款时间定在了12.28。到了付尾款的时间我跟这哥说你把尾款付一下，有信息了我可以直接转寄 不付尾款我看不到你地址信息 到时候转寄很麻烦还有额外费用。被老哥猛地敷衍说付但是一直不付，我也多次提醒直到付尾款最后一天又让我修改付尾款时间，意思是让我先发货再付尾款，我：？？？ 我也是烦了我说你买其他人的吧，不付尾款没法给你发。然后又说我鸽子他。

行您有理我不伺候了
id尾图",Jetaime,aNq6wW5Go6v0e2,/app/user/aNq6wW5Go6v0e2
226306,1YMj0gPzngoA,/app/flow/1YMj0gPzngoA,"轻度使用=打油 
发现打油了去沟通=显微镜
自己掏来回运费退回去是拒绝的 键帽是一周不到打油的
 重新定义轻度使用",👹PS8,zX80oAv1nOpYP,/app/user/zX80oAv1nOpYP
226287,GvjPmPLZ5Yym,/app/flow/GvjPmPLZ5Yym,大伙引以为戒，新到手键盘务必在光底下录制开箱视频，仔细核对，图5是我发现的磕碰，图3.4是在卖家发货视频里截取的，卖家不愿意承担退货运费，小法庭打输了，都注意些吧，希望大家都能买到心仪的键盘,ICYovo,WPed2XJG5jY1Xw,/app/user/WPed2XJG5jY1Xw
226283,m57AJAkqvAK8,/app/flow/m57AJAkqvAK8,这次又双叒叕抄的哪家😄,∭dxdydz,aNaGaoOvP1q6QG,/app/user/aNaGaoOvP1q6QG
226196,yX08PVO0wOzB,/app/flow/yX08PVO0wOzB,HiexaG60团长逾期消失一个月，群里没人问吗，收了定金再也没说过话，有没有人也买了这把的,小霖clin,q76w6RBlp7D6w,/app/user/q76w6RBlp7D6w
226163,6loKPZQ6dOaQ,/app/flow/6loKPZQ6dOaQ,"小蜜蜂起诉客户事件迎来了最抽象的转折

之前不是发的那哥们道歉了吗，现在还给小蜜蜂挂在抖音，和人家说道歉了就算了，现在又重新起诉了

小蜜蜂：道歉就算了（骗你的）",拉内尔纳,X7dLqJmnEEDpl,/app/user/X7dLqJmnEEDpl
226101,9v00gPqjalod,/app/flow/9v00gPqjalod,提前祝大家新年好！祝大家往后不用跪着买键盘！（字少截图多）,键圈韭菜皇,m70EQz9jelJmmz,/app/user/m70EQz9jelJmmz
225954,PAO8y8A3JRAo,/app/flow/PAO8y8A3JRAo,"怒喵啊怒喵，说你啥好，两年时间你pcb就氧化脱焊，轴座给我整掉了？？？
那么的干脆利落还有五六个半脱不脱的。。。。
真的麻了。。。",Vironger,Nj28Beldb8NEQ,/app/user/Nj28Beldb8NEQ
225859,ARMWlj1Abqjo,/app/flow/ARMWlj1Abqjo,Kyubi 开团记：没一个是人,F.I.R.S.T,RrzNlvB19BJoPe,/app/user/RrzNlvB19BJoPe
225845,xzd7MjLlPL59,/app/flow/xzd7MjLlPL59,抖音夜魔哥，问虎轴青龙轴哪个好，别人劝你两句别当韭菜，反过来喷帮你的人。逆天夜魔潮男,多了个多,n9Q8mZjdZLJZw,/app/user/n9Q8mZjdZLJZw
225838,P6d7gKBapjnb,/app/flow/P6d7gKBapjnb,挂一个倒狗 玩到手刀戏码被申请小法庭制裁！,审心 go,GOKKvj0bqKOzLO,/app/user/GOKKvj0bqKOzLO
225818,dQOEk9xYA7XW,/app/flow/dQOEk9xYA7XW,keybye新键帽代工问题大爆料,专治键盘侠,j71llpO89ZzoJG,/app/user/j71llpO89ZzoJG
225815,ldawNM6bVAQ0,/app/flow/ldawNM6bVAQ0,这就是我们可乐创立的键帽品牌吗，原来也是靠抄袭起家的😅,∭dxdydz,aNaGaoOvP1q6QG,/app/user/aNaGaoOvP1q6QG
225781,pZnGPaY7l3L5,/app/flow/pZnGPaY7l3L5,奶瓶一个养老患者被keybye和恩溶疯狗咬了,专治键盘侠,j71llpO89ZzoJG,/app/user/j71llpO89ZzoJG
225711,E3XgEQmKayZ6,/app/flow/E3XgEQmKayZ6,请避开那些沙批买家吧，大半夜发信息问是不是全新，你是瞎吗？那宝贝描述上不是写着全新未拆吗？然后砍价，我也同意你砍价了，然后又问包不包邮顺丰，我也同意给你包顺丰了，你居然它🐎的后半夜让我给你拍照？第二天我也给你拍了，然后让我改价，接着就没动静了，然后拉黑我？你是沙批吗你是？大家自行拉黑吧！,木子李,0J5rGdKeGEonwX,/app/user/0J5rGdKeGEonwX
225697,YQkj7ZZg8Rg8,/app/flow/YQkj7ZZg8Rg8,泰坦国度真是好样的,苟小利,5NyEW2d97YrXR,/app/user/5NyEW2d97YrXR
225669,xwazWRModqap,/app/flow/xwazWRModqap,都不认识他，莫名其妙找个理由鸽了,终南1Q,92VWvZKv9rWoJ1,/app/user/92VWvZKv9rWoJ1
225651,g7aM7QXNZn11,/app/flow/g7aM7QXNZn11,致敬开摆工作室 恩荣代工,一根搅屎棍,yJPEJ6A1DbzqvQ,/app/user/yJPEJ6A1DbzqvQ
225641,wVkbabwmzkEQ,/app/flow/wVkbabwmzkEQ,"边界售后=退货退款
边界的一周年扭蛋活动，一份扭中了龙年，一份扭中了x纪元。龙年因为工艺很多涂层里面带灰，客服一开始让我退货，在我的要求下，最后重拍了一份到货替换有问题的键帽，目前还没收到重拍的。今天收到纪元，我询问客服能不能补发，客服直接就让我退货退款，说没有多的，没法补发有问题的键帽。哈哈，那是不是那些运气爆棚中了键盘的玩家，收到键盘有问题也无法换货呢？毕竟键帽都能退货退款了，你们巴不得199中的键盘退货退款吧？键帽没有多的，键盘更没有多的！热升华和pc键帽因为工艺问题有瑕疵很正常，而我只是想替换这些瑕疵键帽，并退回这部分。你家做活动变着法子清仓我可以理解，但是直接就是没预备补发的售后备件？你家的售后就是直接退货退款？直播我看了，扭蛋我买了，键帽我中了，最后你来一句退货退款，我谢谢你保障了我消费者的金钱权益，那请我谁为我的情绪价值买单？当然也有人会说我放大镜、显微镜，键帽能用就好了，又或者你要求太高了，不建议你买任何东西等等话语……接受任何声音，每个人的看法不同，键帽价位不同，看待事物的标准自然也不同，我相信键帽不是艺术品，我也没有检查艺术品的工具，我有的只是眼睛👀",7Days,B11dlz6Nd8VO7,/app/user/B11dlz6Nd8VO7
225577,jQOXdZOm7b6V,/app/flow/jQOXdZOm7b6V,给大家避个雷咸鱼买键帽分不清高度，喊着帮忙售后就拉黑，笑死我了。,AqiuQAQ.,rkOk7Nbvm781j,/app/user/rkOk7Nbvm781j
225549,01dYqgnqlbjO,/app/flow/01dYqgnqlbjO,猿神玩多了是这样的，正面评论？你也配？摆正自己的位置回去玩你家猿神片子去,August Dvorak,GP7vndLa1nRB1,/app/user/GP7vndLa1nRB1
225452,wYAKarP38A90,/app/flow/wYAKarP38A90,这是新型诈骗吗？,ooo1z,5xnxejNvxPlzn,/app/user/5xnxejNvxPlzn
225454,VQG9JRQldLnx,/app/flow/VQG9JRQldLnx,"刚刚追了一下jydb的瓜，真的忍不住发一条出来。。真的为什么有人能cs到这一步，字里行间句句都在觉得自己委屈埋怨，都到这一步了还在狡辩，流水拍脸上了还要继续PUA，美其名曰“朋友”。今天刚刚听了Dionne Warwick的that's what friends are for，一词多义了属于是。
     庆幸之前买了好几次轴，在徘徊中都没选择jydb，没让自己成为人血馒头的助长。他不是觉得自己错了，只是知道自己要完了。既然如此，就让这个垃圾彻底fuck up",A Yan,DpKkJ2eRQXn91W,/app/user/DpKkJ2eRQXn91W
225428,rVPVzKqZPQnG,/app/flow/rVPVzKqZPQnG,4202年还能买到一个不能打游戏，两键有冲的机械键盘,blessing KEYCAP,j7qL7bV7kQKebV,/app/user/j7qL7bV7kQKebV
225418,ngAdpLwyo0yv,/app/flow/ngAdpLwyo0yv,听说小蜜蜂把客户告了，真的假的🤨,舸vb,ozjzGYZPYvPYOe,/app/user/ozjzGYZPYvPYOe
225357,NZ5MVpEGkgPg,/app/flow/NZ5MVpEGkgPg,就想知道，边界今天清掉多少龙年的库存，好心疼那个4龙的兄弟,Vance77,AkdWX0ewq2wDXz,/app/user/AkdWX0ewq2wDXz
225290,k1YlGPyRY1o8,/app/flow/k1YlGPyRY1o8,"挂个咸鱼拍卖哥供大家避雷，玩不起一点，主要东西卖也就值这个价，这小玩意号还不少，换着号来骂我。
看了主页就一个磁轴键盘拆来拆去卖，真想靠着发财了，嫌拍卖拍低了怎么不10000起拍？主要他这个东西也就这个价啊？这就破防了？这还是4天的拍卖好像，都到顶了还跑单，第一次玩拍卖就碰到恶心事，闲鱼拍卖真是只收买家保证金，顶不住了，第一次就是最后一次。",白也Lidwig,vnPexEDkxKKxKn,/app/user/vnPexEDkxKKxKn
225268,z3ly1lgdkQNQ,/app/flow/z3ly1lgdkQNQ,你们这这这这这这？？？找kkb代工都能做成这样,莫列多巴,vn1kdeZ1NGD89v,/app/user/vn1kdeZ1NGD89v
225167,KQz5LnOvvA9L,/app/flow/KQz5LnOvvA9L,用了一年了，没几天能用的，磁轴做的一坨,肥胖的辣条,0JyY8Ry79Bbkb8,/app/user/0JyY8Ry79Bbkb8
225091,VkMQ7b1ykmZo,/app/flow/VkMQ7b1ykmZo,还有乐子！子债父偿第一人？快三十岁还在读书那应该是高材生吧。亏50w不知道怎么算的，也不知道花在哪了，无息贷款70w玩一年还不够爽吗？,避雷这个Aregs,bbmABroZyGRPze,/app/user/bbmABroZyGRPze
225049,zBMrYpGgoyMG,/app/flow/zBMrYpGgoyMG,把自己的乐子建立在对别人的羞辱之上，道歉还不忘了狡辩拉踩，嘴里骂着蕉猿蛋白，实际上和蕉猿蛋白一丘之貉。,August Dvorak,GP7vndLa1nRB1,/app/user/GP7vndLa1nRB1
225028,amNzYZGEKRJP,/app/flow/amNzYZGEKRJP,蕉猿淡白后续,小王,OZ2m7LPY1oEyYR,/app/user/OZ2m7LPY1oEyYR
